 Idle Max, Packet Length Std, Packet Length Mean, Average Packet Size, URG Flag Count, Bwd IAT Mean, Flow Duration, Bwd IAT Max,Bwd IAT Total, Bwd Packet Length Std,Label
0,0,0,0,1,0,21541,0,0,0,0.000 
0,0,0,0,1,1,94,1,1,0,0.000 
0,0,0,0,1,2,48,2,2,0,0.000 
0,0,0,0,1,0,2,0,0,0,0.000 
0,0,0,0,1,1,87,1,1,0,0.000 
0,0,6,9,1,0,38120,0,0,0,0.000 
0,0,6,8,1,2,208,2,2,0,0.000 
0,29.577,64.6,80.75,0,3,20654,3,3,0,0.000 
0,8.764,48.4,60.5,0,2,21309,2,2,0,0.000 
10102857,777.367,440.109,444.147,1,2118799.909,116769433,10125832,116533995,198.444,0.000 
0,0,6,7.5,1,55,166,108,110,0,0.000 
0,0,6,8,1,3,25283,3,3,0,0.000 
0,0,0,0,1,0,181,0,0,0,0.000 
0,0,0,0,1,3,25539,3,3,0,0.000 
0,0,0,0,1,0,230,0,0,0,0.000 
0,0,0,0,1,2,57651,2,2,0,0.000 
0,0,0,0,1,42,212,82,84,0,0.000 
0,0,0,0,1,3,21159,3,3,0,0.000 
0,0,0,0,1,40,139,78,80,0,0.000 
0,0,0,0,1,1,21615,1,1,0,0.000 
0,0,0,0,1,0,205,0,0,0,0.000 
0,0,0,0,1,2,91734,2,2,0,0.000 
0,247.447,117.067,119.051,0,252517.697,8680348,1995398,8333084,292.605,1.000 
6016237,0,0,0,0,0,9031302,0,0,0,0.000 
0,27.135,37.333,56,1,0,1,0,0,0,0.000 
0,17.898,20.667,31,1,0,1,0,0,0,0.000 
0,0,6,8,1,0,4,0,0,0,0.000 
0,0,6,8,1,2,116,2,2,0,0.000 
0,0,0,0,1,0,4,0,0,0,0.000 
0,0,0,0,1,3,92,3,3,0,0.000 
0,13.102,25,29.167,1,46267.5,92537,92532,92535,14.434,0.000 
0,0,0,0,1,0,180,0,0,0,0.000 
0,0,0,0,1,3,29372,3,3,0,0.000 
53335374,20.392,30.867,33.071,1,81057,53619837,243165,243171,0,0.000 
52319813,20.392,30.867,33.071,1,81481.333,52606829,244440,244444,0,0.000 
0,17.898,20.667,31,1,0,1,0,0,0,0.000 
0,14.35,7.75,8.857,1,0,8,0,0,0,0.000 
0,3.098,4,4.8,1,17,98,49,51,0,0.000 
0,22.93,11.556,13,1,287.75,1249,1147,1151,0,1.000 
0,0,0,0,1,3,350035,3,3,0,1.000 
0,0,0,0,1,0,60458,0,0,0,0.000 
0,0,0,0,1,2,86,2,2,0,0.000 
19687868,0,0,0,0,347077.485,107247115,19687994,107246943,0,1.000 
0,0,0,0,1,0,59654,0,0,0,0.000 
0,0,0,0,1,3,78,3,3,0,0.000 
0,0,6,7,0,1,138302,1,1,0,1.000 
0,0,6,7,0,2,91536,2,2,0,1.000 
0,0,50,75,0,0,2,0,0,0,1.000 
0,0,50,75,0,0,1,0,0,0,1.000 
30720125,0,0,0,0,0,115505870,0,0,0,0.000 
0,17.464,35,43.75,1,0,411,0,0,0,0.000 
0,17.464,35,43.75,1,0,537,0,0,0,0.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,14.434,22.667,34,1,0,2,0,0,0,0.000 
0,0,6,9,1,0,3,0,0,0,0.000 
0,0,6,8,1,0,2,0,0,0,0.000 
0,0,6,8,1,1,110,1,1,0,0.000 
0,0,6,9,1,0,1,0,0,0,0.000 
0,17.464,35,43.75,1,0,1002,0,0,0,0.000 
0,17.464,35,43.75,1,0,1993,0,0,0,0.000 
0,17.464,35,43.75,1,0,1984,0,0,0,0.000 
0,17.464,35,43.75,1,0,706,0,0,0,0.000 
0,17.464,35,43.75,1,0,1459,0,0,0,0.000 
0,17.464,35,43.75,1,0,368,0,0,0,0.000 
0,17.464,35,43.75,1,0,1447,0,0,0,0.000 
0,14.434,22.667,34,1,0,0,0,0,0,0.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,0,6,9,1,0,3,0,0,0,0.000 
0,0,6,9,1,0,2,0,0,0,0.000 
0,0,6,9,1,0,2,0,0,0,0.000 
0,0,6,9,1,0,2,0,0,0,0.000 
0,0,6,8,1,0,2,0,0,0,0.000 
0,0,6,8,1,1,157,1,1,0,0.000 
0,0,6,8,1,0,1,0,0,0,0.000 
0,0,6,8,1,1,156,1,1,0,0.000 
0,0,6,8,1,0,2,0,0,0,0.000 
0,0,6,8,1,0,127,0,0,0,0.000 
0,0,6,9,1,0,1,0,0,0,0.000 
0,0,6,9,1,0,0,0,0,0,0.000 
0,0,6,9,1,0,3,0,0,0,0.000 
0,0,6,9,1,0,3,0,0,0,0.000 
0,14.605,29.4,36.75,1,0,1520,0,0,0,0.000 
0,17.464,35,43.75,1,0,1283,0,0,0,0.000 
0,17.464,35,43.75,1,0,1591,0,0,0,0.000 
0,17.464,35,43.75,1,0,199,0,0,0,0.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,10.392,18,27,1,0,1,0,0,0,0.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,0,6,8,1,0,255,0,0,0,0.000 
0,0,6,8,1,2,107,2,2,0,0.000 
0,0,6,9,1,0,2,0,0,0,0.000 
0,0,6,9,1,0,2,0,0,0,0.000 
0,0,6,9,1,0,2,0,0,0,0.000 
0,0,6,9,1,0,2,0,0,0,0.000 
0,0,6,9,1,0,2,0,0,0,0.000 
0,0,6,9,1,0,1,0,0,0,0.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,12.91,14.333,17.2,1,0,5,0,0,0,0.000 
0,0,6,8,1,1,194,1,1,0,0.000 
0,0,0,0,1,0,91291,0,0,0,0.000 
0,0,0,0,1,2,73,2,2,0,0.000 
0,0,0,0,1,0,60785,0,0,0,0.000 
0,0,0,0,1,0,60972,0,0,0,0.000 
0,0,0,0,1,0,61790,0,0,0,0.000 
0,0,0,0,1,1,102,1,1,0,0.000 
0,0,0,0,1,1,87,1,1,0,0.000 
0,0,0,0,1,1,80,1,1,0,0.000 
0,0,0,0,1,0,63591,0,0,0,0.000 
0,0,0,0,1,2,96,2,2,0,0.000 
0,15.5,7.75,10.333,1,2,175,2,2,21.92,0.000 
0,17.898,20.667,31,1,0,1,0,0,0,0.000 
0,15.5,7.75,10.333,1,2,169,2,2,21.92,0.000 
0,17.898,20.667,31,1,0,0,0,0,0,0.000 
0,0,0,0,1,0,3,0,0,0,0.000 
0,0,0,0,1,0,2,0,0,0,0.000 
0,0,6,7,0,2,90632,2,2,0,1.000 
0,0,6,7,0,1,148051,1,1,0,1.000 
0,0,0,0,1,0,63664,0,0,0,0.000 
0,0,0,0,1,1,87,1,1,0,0.000 
0,0,0,0,1,0,60618,0,0,0,0.000 
0,0,0,0,1,0,64105,0,0,0,0.000 
0,0,0,0,1,2,61,2,2,0,0.000 
0,0,0,0,1,4,63,4,4,0,0.000 
0,0,0,0,1,0,60876,0,0,0,0.000 
0,0,0,0,1,3,70,3,3,0,0.000 
0,0,0,0,1,0,58681,0,0,0,0.000 
0,0,0,0,1,3,72,3,3,0,0.000 
0,0,0,0,1,0,65205,0,0,0,0.000 
0,0,0,0,1,2,64,2,2,0,0.000 
0,0,6,7.5,0,2,179,2,2,0,1.000 
0,14.434,22.667,34,1,0,0,0,0,0,0.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,0,6,8,1,0,3,0,0,0,0.000 
0,0,6,8,1,3,242,3,3,0,0.000 
0,0,6,9,1,0,3,0,0,0,0.000 
0,0,6,9,1,0,2,0,0,0,0.000 
0,0,6,7,0,3,100079,3,3,0,1.000 
0,0,6,7.5,1,187,39258,372,374,0,0.000 
0,0,6,8,1,2,154,2,2,0,0.000 
0,0,6,9,1,0,41347,0,0,0,0.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,11.024,11.556,13,1,3,423,3,3,0,0.000 
0,0,6,8,1,0,4,0,0,0,0.000 
0,0,6,7.2,1,3,247,3,3,0,0.000 
0,0,6,8,1,2,192,2,2,0,0.000 
58672647,148.866,74.521,75.586,1,1524067.829,62564131,58713740,62486781,30.1,0.000 
0,830.652,695.818,717.563,0,45827.375,826299,676919,733238,808.277,0.000 
0,30.672,69.4,86.75,0,2,20980,2,2,0,0.000 
0,30.672,60.4,75.5,0,1,20717,1,1,0,0.000 
0,30.672,59.4,74.25,0,3,20714,3,3,0,0.000 
0,30.672,60.4,75.5,0,3,54043,3,3,0,0.000 
0,30.672,59.4,74.25,0,3,46815,3,3,0,0.000 
0,30.672,69.4,86.75,0,2,47463,2,2,0,0.000 
0,8.764,50.4,63,0,2,20591,2,2,0,0.000 
0,164.777,80.4,89.333,0,2,792899,2,2,0,0.000 
0,15.336,55.2,69,0,3,20651,3,3,0,0.000 
0,0,6,7.5,1,871.5,56003,1731,1743,0,0.000 
0,0,0,0,0,1019094.857,7188882,4099983,7133664,0,0.000 
0,0,0,0,0,1018533.286,7184834,4096058,7129733,0,0.000 
0,0,6,7.5,1,745,55543,1489,1490,0,0.000 
0,0,0,0,0,1018533.286,7184635,4096063,7129733,0,0.000 
0,0,0,0,0,1018989.143,7188257,4099896,7132924,0,0.000 
0,0,0,0,0,1018427.286,7184125,4096015,7128991,0,0.000 
0,0,0,0,0,1017389.714,7176710,4095901,7121728,0,0.000 
0,0,0,0,0,1017357.286,7176571,4095946,7121501,0,0.000 
0,0,0,0,0,1017357.286,7176439,4095896,7121501,0,0.000 
0,0,0,0,0,1017356.286,7176322,4095940,7121494,0,0.000 
0,0,6,8,1,2,86,2,2,0,0.000 
0,0,6,8,1,1,84,1,1,0,0.000 
0,201.877,98,108.889,0,3,100485,3,3,0,0.000 
0,0,6,7.5,1,811.5,55863,1622,1623,0,0.000 
0,30.672,69.4,86.75,0,3,20639,3,3,0,0.000 
0,0,0,0,0,1018115,7181845,4095871,7126805,0,0.000 
0,0,0,0,0,1015528.143,7163686,4067711,7108697,0,0.000 
0,3.105,2.25,2.571,0,2,5950516,2,2,0,0.000 
0,8.764,50.4,63,0,2,20871,2,2,0,0.000 
0,0,6,8,1,1,112,1,1,0,0.000 
58941542,87.882,68.182,70.313,1,7827357.133,117490450,59004081,117410357,113.068,0.000 
0,30.672,59.4,74.25,0,3,20669,3,3,0,0.000 
58941541,61.096,55.333,57.063,1,7827399.933,117490299,59004079,117410999,75.016,0.000 
0,30.672,69.4,86.75,0,2,20962,2,2,0,0.000 
58941536,130.946,66,67.65,0,6903007.118,117413584,59003840,117351121,47.801,0.000 
0,22.457,61.4,76.75,0,3,20800,3,3,0,0.000 
58941573,673.704,479.23,484.071,1,2039586.293,118398473,59003957,118296005,759.223,0.000 
0,28.482,58.8,73.5,0,2,20794,2,2,0,0.000 
0,8.764,49.4,61.75,0,3,20855,3,3,0,0.000 
58941574,214.49,94.244,96.386,1,5117470,117782313,59003955,117701810,24.488,0.000 
0,8.764,38.4,48,0,3,20762,3,3,0,0.000 
0,15.336,54.2,67.75,0,3,20635,3,3,0,0.000 
58941633,408.274,192.467,195.729,0,4527006.538,117764596,59003678,117702170,537.565,0.000 
0,8.764,38.4,48,0,3,20827,3,3,0,0.000 
0,15.336,43.2,54,0,2,20600,2,2,0,0.000 
0,28.482,55.8,69.75,0,2,20845,2,2,0,0.000 
58938746,397.325,195.429,199.5,0,5108760.087,117563988,59003671,117501482,526.015,0.000 
0,8.764,49.4,61.75,0,3,20869,3,3,0,0.000 
0,15.336,54.2,67.75,0,3,20865,3,3,0,0.000 
0,8.764,31.4,39.25,0,3,20564,3,3,0,0.000 
0,41.079,63,78.75,0,3,20838,3,3,0,0.000 
0,31.768,54.2,67.75,0,3,111538,3,3,0,0.000 
0,30.672,69.4,86.75,0,2,20602,2,2,0,0.000 
0,8.764,31.4,39.25,0,2,20759,2,2,0,0.000 
0,70.108,82.2,102.75,0,3,20838,3,3,0,0.000 
0,31.768,54.2,67.75,0,2,45261,2,2,0,0.000 
0,24.648,52,65,0,3,20892,3,3,0,0.000 
0,70.108,82.2,102.75,0,3,20834,3,3,0,0.000 
0,8.764,51.4,64.25,0,2,20849,2,2,0,0.000 
0,122.69,120.6,150.75,0,4,20765,4,4,0,0.000 
0,8.764,50.4,63,0,2,20796,2,2,0,0.000 
0,15.336,56.2,70.25,0,3,20901,3,3,0,0.000 
0,42.722,74.2,92.75,0,3,20740,3,3,0,0.000 
0,8.764,49.4,61.75,0,3,20885,3,3,0,0.000 
0,703.048,517.893,537.074,0,5777.167,95095,33690,69326,815.072,0.000 
0,213.042,277,415.5,1,0,1,0,0,0,0.000 
0,0,6,8,1,0,272,0,0,0,0.000 
0,0,6,8,1,3,25536,3,3,0,0.000 
0,0,6,7,0,3,100160,3,3,0,1.000 
0,0,6,7.5,1,1.5,41071,2,3,0,0.000 
0,0,6,8,1,1,163,1,1,0,0.000 
0,0,40,60,0,0,3,0,0,0,1.000 
0,0,40,60,0,0,2,0,0,0,1.000 
0,0,40,60,0,0,3,0,0,0,1.000 
0,0,40,60,0,0,2,0,0,0,1.000 
0,17.907,33.333,40,1,0,208,0,0,0,0.000 
0,0,0,0,1,154.5,39454,308,309,0,0.000 
0,0,40,60,0,0,3,0,0,0,1.000 
0,0,40,60,0,0,2,0,0,0,1.000 
0,0,0,0,1,2,87,2,2,0,0.000 
0,0,40,60,0,0,2,0,0,0,1.000 
0,0,40,60,0,0,3,0,0,0,1.000 
0,0,40,60,0,0,13,0,0,0,1.000 
0,0,40,60,0,0,3,0,0,0,1.000 
0,0,40,60,0,0,2,0,0,0,1.000 
0,0,40,60,0,0,2,0,0,0,1.000 
0,13.145,20.4,25.5,0,3,122,3,3,0,1.000 
0,13.145,20.4,25.5,0,3,130,3,3,0,1.000 
0,13.145,20.4,25.5,0,2,136,2,2,0,1.000 
0,13.145,20.4,25.5,0,1,149,1,1,0,1.000 
0,13.145,20.4,25.5,0,3,116,3,3,0,1.000 
0,13.145,20.4,25.5,0,0,185,0,0,0,1.000 
0,0,6,9,1,0,41285,0,0,0,0.000 
0,0,6,8,1,3,160,3,3,0,0.000 
0,0,6,7.5,0,2,114,2,2,0,1.000 
9939544,0,0,0,0,0,113464787,0,0,0,0.000 
0,0,118,157.333,0,0,4,0,0,0,0.000 
0,264.535,127.395,128.894,0,349243.549,18050237,2115271,17811421,313.176,1.000 
9992526,0,0,0,0,0,115057233,0,0,0,0.000 
0,52.581,80.4,100.5,0,3,20652,3,3,0,0.000 
0,65.179,83.6,104.5,0,3,20724,3,3,0,0.000 
0,916.591,868.09,874.617,0,17214.294,1245396,501925,1170572,907.011,0.000 
0,683.293,433.161,447.6,0,15381.083,109977447,77055,184573,787.185,0.000 
0,953.138,744.5,765.771,0,24902.059,506483,367048,423335,968.343,0.000 
0,28.482,58.8,73.5,0,3,20964,3,3,0,0.000 
0,30.672,69.4,86.75,0,3,20707,3,3,0,0.000 
0,160.14,78.2,86.889,0,2,499469,2,2,0,0.000 
0,28.482,55.8,69.75,0,3,20885,3,3,0,0.000 
0,30.672,59.4,74.25,0,2,20887,2,2,0,0.000 
0,3.105,2.25,2.571,0,2,5040119,2,2,0,0.000 
58005965,305.975,135.048,137.226,0,4032110.759,116972379,58046098,116931212,414.665,0.000 
0,8.764,49.4,61.75,0,3,20812,3,3,0,0.000 
0,8.764,50.4,63,0,2,21195,2,2,0,0.000 
58320950,372.853,171.193,174.25,0,4330747.852,116971548,58362336,116930192,495.187,0.000 
58618645,396.527,164.3,166.38,0,2948743.2,117995752,58664687,117949728,528.09,0.000 
0,8.764,49.4,61.75,0,1,20929,1,1,0,0.000 
0,59.702,87.6,109.5,0,2,20747,2,2,0,0.000 
0,87.636,108,135,0,3,73042,3,3,0,0.000 
57381534,893.726,664.565,668.341,0,1095748.638,115078546,57381598,115053607,976.649,0.000 
0,28.482,58.8,73.5,0,3,20636,3,3,0,0.000 
0,3.105,2.25,2.571,0,2,5578634,2,2,0,0.000 
0,30.672,69.4,86.75,0,3,20649,3,3,0,0.000 
0,3.105,2.25,2.571,0,2,5575841,2,2,0,0.000 
0,0,6,7.5,1,2195.5,55642,4389,4391,0,0.000 
0,0,6,7.5,1,1991,55541,3979,3982,0,0.000 
0,28.482,58.8,73.5,0,2,20573,2,2,0,0.000 
0,30.672,69.4,86.75,0,3,20713,3,3,0,0.000 
0,15.336,54.2,67.75,0,3,20664,3,3,0,0.000 
0,15.336,55.2,69,0,3,20636,3,3,0,0.000 
0,0,6,8,1,3,89,3,3,0,0.000 
0,0,6,8,1,2,88,2,2,0,0.000 
58681753,464.098,174.286,177.455,0,4511174.731,117331587,58722608,117290543,639.394,0.000 
0,30.672,59.4,74.25,0,3,20814,3,3,0,0.000 
0,30.672,60.4,75.5,0,2,20782,2,2,0,0.000 
0,30.672,59.4,74.25,0,2,20749,2,2,0,0.000 
0,8.764,50.4,63,0,3,20830,3,3,0,0.000 
0,8.764,50.4,63,0,2,20634,2,2,0,0.000 
7999943,0,0,0,0,1588818.556,14340498,7999943,14299367,0,0.000 
0,32.316,66.6,83.25,0,1,20803,1,1,0,0.000 
0,22.457,61.4,76.75,0,1,20620,1,1,0,0.000 
0,22.457,61.4,76.75,0,1,20775,1,1,0,0.000 
58864925,313.444,143.405,144.318,0,1320473.567,119091795,58905614,118842621,320.849,0.000 
58444080,356.567,154.509,157.37,0,4682061.52,117092673,58484937,117051538,484.765,0.000 
0,32.316,66.6,83.25,0,2,20665,2,2,0,0.000 
0,8.764,56.4,70.5,0,1,20880,1,1,0,0.000 
58786958,771.67,609.567,611.669,0,728838.105,118113015,58827828,118071773,823.915,0.000 
0,22.457,61.4,76.75,0,2,20892,2,2,0,0.000 
0,8.764,56.4,70.5,0,2,20645,2,2,0,0.000 
0,15.336,61.2,76.5,0,2,20813,2,2,0,0.000 
0,0,6,9,1,0,50610,0,0,0,0.000 
0,0,6,8,1,3,160,3,3,0,0.000 
0,113.926,130.2,162.75,0,1,20723,1,1,0,0.000 
0,85.992,109.8,137.25,0,3,55628,3,3,0,0.000 
0,1027.682,1122.75,1122.772,0,143.405,4566968,491344,4545802,642.951,0.000 
0,29.577,50.6,63.25,0,1,24889,1,1,0,0.000 
0,21.361,61.6,77,0,2,21476,2,2,0,0.000 
0,8.764,48.4,60.5,0,2,24640,2,2,0,0.000 
0,32.863,66,82.5,0,3,22413,3,3,0,0.000 
58204155,726.979,738.204,739.24,0,270050.811,117454488,58447874,117202052,592.36,0.000 
0,15.336,53.2,66.5,0,2,24470,2,2,0,0.000 
0,0,47,70.5,0,0,1,0,0,0,0.000 
0,8.764,38.4,48,0,1,30773,1,1,0,0.000 
0,8.764,38.4,48,0,1,30667,1,1,0,0.000 
58566644,351.328,154.205,155.977,0,2662088.614,117380996,58607874,117131899,410.737,0.000 
0,8.764,38.4,48,0,1,31483,1,1,0,0.000 
0,8.764,38.4,48,0,48,21815,48,48,0,0.000 
0,15.336,43.2,54,0,1,22120,1,1,0,0.000 
58480186,114.343,55.434,56.5,0,5099123.913,117323309,58521588,117279850,41.15,0.000 
0,52.581,69.4,86.75,0,1,22831,1,1,0,0.000 
0,52.581,69.4,86.75,0,1,22784,1,1,0,0.000 
0,99.138,103.4,129.25,0,1,20837,1,1,0,0.000 
5232301,174.046,84.158,88.833,0,12414.714,5341600,64544,86903,68.561,0.000 
0,52.581,69.4,86.75,0,1,22441,1,1,0,0.000 
0,8.764,47.4,59.25,0,1,22298,1,1,0,0.000 
0,52.581,70.4,88,0,2,22456,2,2,0,0.000 
0,70.108,111.2,139,0,2,21519,2,2,0,0.000 
0,44.913,92.8,116,0,49,21257,49,49,0,0.000 
0,158.84,153,191.25,0,1,21127,1,1,0,0.000 
0,140.217,143.4,179.25,0,2,22746,2,2,0,0.000 
0,571.625,294.458,307.261,0,12767,143760,44643,102136,846.345,0.000 
0,447.021,282.6,294.375,0,11155.111,141849,43146,100396,601.154,0.000 
0,15.336,52.2,65.25,0,3,22576,3,3,0,0.000 
10015322,551.53,254.077,259.059,0,2411008.84,60337180,10076868,60275221,632.289,0.000 
0,113.926,130.2,162.75,0,1,20920,1,1,0,0.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,29.164,37.625,43,1,1,40713,1,1,0,0.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,29.164,37.625,43,1,1,41058,1,1,0,0.000 
10009001,549.958,254.923,259.922,0,2409697.32,60301238,10067815,60242433,630.971,0.000 
10002253,202.978,65.719,66.762,0,3806380.241,115674058,10031024,110385027,272.292,0.000 
10018189,202.978,65.719,66.762,0,3807089.655,115647435,10046620,110405600,272.292,0.000 
0,76.681,92,115,0,3,21046,3,3,0,0.000 
10016282,529.663,244.615,249.412,0,2413472.44,60398400,10077531,60336811,626.206,0.000 
0,35.054,84.6,105.75,0,2,20630,2,2,0,0.000 
10015949,520.311,235.259,239.698,0,2413488.52,60398689,10077644,60337213,626.206,0.000 
0,44.913,91.8,114.75,0,2,20770,2,2,0,0.000 
0,8.764,31.4,39.25,0,2,22415,2,2,0,0.000 
0,8.764,31.4,39.25,0,1,21692,1,1,0,0.000 
0,30.672,69.4,86.75,0,1,47187,1,1,0,0.000 
0,8.764,50.4,63,0,1,46641,1,1,0,0.000 
0,113.926,130.2,162.75,0,2,20883,2,2,0,0.000 
0,113.926,130.2,162.75,0,3,20917,3,3,0,0.000 
0,0,6,9,1,0,42195,0,0,0,0.000 
0,0,6,8,1,1,159,1,1,0,0.000 
0,113.926,130.2,162.75,0,3,20750,3,3,0,0.000 
0,0,0,0,1,0,23234,0,0,0,0.000 
0,0,0,0,1,0,42496,0,0,0,0.000 
0,17.898,20.667,31,1,0,0,0,0,0,0.000 
0,17.898,20.667,31,1,0,1,0,0,0,0.000 
0,17.898,20.667,31,1,0,1,0,0,0,0.000 
0,17.898,20.667,31,1,0,1,0,0,0,0.000 
0,0,6,7.5,0,0,2,0,0,0,0.000 
0,15.166,15,17.5,1,2,102,2,2,0,0.000 
0,0,0,0,1,2,54,2,2,0,0.000 
0,0,0,0,1,1,49,1,1,0,0.000 
0,113.926,130.2,162.75,0,1,20670,1,1,0,0.000 
0,0,6,9,1,0,54909,0,0,0,0.000 
0,0,6,7.5,1,1,54912,1,2,0,0.000 
0,0,6,8,1,1,84,1,1,0,0.000 
0,0,6,8,1,1,133,1,1,0,0.000 
0,0,0,0,1,0,21422,0,0,0,0.000 
0,0,0,0,1,0,21423,0,0,0,0.000 
0,0,0,0,1,0,41105,0,0,0,0.000 
0,0,0,0,1,3,68,3,3,0,0.000 
0,0,0,0,1,2,67,2,2,0,0.000 
0,0,0,0,1,2,93,2,2,0,0.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,11.573,12.25,14,1,2,227,2,2,0,0.000 
0,52.581,70.4,88,0,2,56983,2,2,0,0.000 
0,8.764,47.4,59.25,0,3,105010,3,3,0,0.000 
0,27.135,37.333,56,1,0,1,0,0,0,0.000 
0,0,0,0,1,2,28427,3,4,0,0.000 
0,0,0,0,1,0,28660,0,0,0,0.000 
0,17.898,20.667,31,1,0,1,0,0,0,0.000 
0,0,0,0,1,0,21469,0,0,0,0.000 
0,0,0,0,1,0,21719,0,0,0,0.000 
0,0,0,0,1,0,28625,0,0,0,0.000 
0,0,0,0,1,0,29898,0,0,0,0.000 
0,0,0,0,1,0,39182,0,0,0,0.000 
0,0,0,0,1,0,28553,0,0,0,0.000 
0,0,0,0,1,0,39177,0,0,0,0.000 
0,17.898,20.667,31,1,0,1,0,0,0,0.000 
0,0,0,0,1,0,27926,0,0,0,0.000 
0,15.166,15,17.5,1,2,69,2,2,0,0.000 
0,15.166,15,17.5,1,108,113,108,108,0,0.000 
0,0,0,0,1,1,2,1,1,0,0.000 
0,0,0,0,1,1,25,1,1,0,0.000 
0,0,0,0,1,0,5,0,0,0,0.000 
0,0,0,0,1,3,104,3,3,0,0.000 
0,0,0,0,1,2,6,2,2,0,0.000 
0,0,0,0,1,2,5,2,2,0,0.000 
0,0,0,0,1,1,6,1,1,0,0.000 
0,0,0,0,1,2,77,2,2,0,0.000 
0,0,6,8,1,0,1196,0,0,0,0.000 
0,0,6,8,1,91,92,91,91,0,0.000 
0,0,0,0,1,2,5,2,2,0,0.000 
0,0,0,0,1,1,3,1,1,0,0.000 
0,3.105,2.25,2.571,0,13,5056640,13,13,0,0.000 
0,17.898,20.667,31,1,0,1,0,0,0,0.000 
0,13.16,8.222,9.25,1,3,417,3,3,0,0.000 
10201828,0,0,0,1,4654179.182,54378827,10240047,51195971,0,0.000 
57970066,127.57,68.271,68.714,1,1194819.032,111159147,58138284,111118170,30.255,0.000 
0,0,0,0,1,553,1207,1104,1106,0,1.000 
0,0,0,0,1,11,236197,11,11,0,1.000 
0,0,6,7,0,3,155775,3,3,0,1.000 
0,0,6,9,1,0,55073,0,0,0,0.000 
0,0,6,8,1,2,109,2,2,0,0.000 
0,0,6,7,0,12,152535,12,12,0,1.000 
0,513.889,299.96,312.458,0,5753.889,5079203,27388,51785,687.174,0.000 
0,17.464,35,43.75,1,0,338,0,0,0,0.000 
0,17.464,35,43.75,1,0,554,0,0,0,0.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,0,6,8,1,0,13,0,0,0,0.000 
0,0,6,8,1,11,218,11,11,0,0.000 
0,0,6,9,1,0,2,0,0,0,0.000 
0,0,6,9,1,0,2,0,0,0,0.000 
0,17.464,35,43.75,1,0,178,0,0,0,0.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,0,6,9,1,0,3,0,0,0,0.000 
0,0,6,9,1,0,3,0,0,0,0.000 
0,17.464,35,43.75,1,0,193,0,0,0,0.000 
0,17.464,35,43.75,1,0,350,0,0,0,0.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,0,6,9,1,0,2,0,0,0,0.000 
0,0,6,9,1,0,3,0,0,0,0.000 
0,0,6,9,1,0,2,0,0,0,0.000 
0,0,6,9,1,0,3,0,0,0,0.000 
0,14.434,22.667,34,1,0,0,0,0,0,0.000 
0,12.5,24.75,33,1,0,3,0,0,0,0.000 
0,0,6,8,1,2,225,2,2,0,0.000 
0,15.706,34.333,41.2,1,0,173,0,0,0,0.000 
0,0,6,9,1,0,40121,0,0,0,0.000 
0,0,6,8,1,3,143,3,3,0,0.000 
0,13.102,25,29.167,1,66232,132466,132462,132464,14.434,0.000 
10009553,783.887,403.657,407.776,1,2251298.216,114837764,10040709,114816209,185.084,0.000 
0,52.581,70.4,88,0,2,54765,2,2,0,0.000 
0,8.764,47.4,59.25,0,3,60554,3,3,0,0.000 
0,0,6,7,0,2,92112,2,2,0,1.000 
0,17.464,35,43.75,1,0,299,0,0,0,0.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,0,6,9,1,0,2,0,0,0,0.000 
0,0,6,9,1,0,2,0,0,0,0.000 
20542390,0,0,0,0,2174315.545,119587529,20542589,119587355,0,1.000 
6006031,0,0,0,0,0,9015162,0,0,0,0.000 
0,19.98,33.8,42.25,1,0,130,0,0,0,0.000 
0,17.898,20.667,31,1,0,1,0,0,0,0.000 
0,16.008,10.333,12.4,1,0,5,0,0,0,0.000 
0,3.098,4,4.8,1,1.333,64,2,4,0,0.000 
0,17.464,35,43.75,1,0,576,0,0,0,0.000 
0,17.05,28.2,35.25,1,0,569,0,0,0,0.000 
